ID,Acronym,Name,Sector,Type,Saved_Filename,File_Size_Bytes,Official_Logo_URL,Audit_Status,Classification,Audit_Notes
149,DSRTC,Delhi State Road Transport Corporation,State Government,State Commission / Board,149_DSRTC_Delhi_State_Road_Transport_Corporation.png,39120,https://upload.wikimedia.org/wikipedia/en/f/fb/Delhi_Transport_Corporation_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
150,GPRB,Goa Police Recruitment Board,State Government,State Commission / Board,150_GPRB_Goa_Police_Recruitment_Board.png,38759,https://upload.wikimedia.org/wikipedia/en/d/dd/Emblem_of_Goa_Police.png,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
151,GPSC,Goa Public Service Commission (GPSC),State Government,State Commission / Board,151_GPSC_Goa_Public_Service_Commission_(GPSC).svg,484678,https://upload.wikimedia.org/wikipedia/commons/5/5e/Emblem_of_Goa.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
152,GSEPG,Goa State Electricity / Power Generation Board,State Government,State Commission / Board,152_GSEPG_Goa_State_Electricity_Power_Generation_Board.svg,484678,https://upload.wikimedia.org/wikipedia/commons/5/5e/Emblem_of_Goa.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
153,GSRTC,Goa State Road Transport Corporation,State Government,State Commission / Board,153_GSRTC_Goa_State_Road_Transport_Corporation.png,38882,https://upload.wikimedia.org/wikipedia/en/0/05/Kadamba_Transport_Corporation_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
154,GPRB,Gujarat Police Recruitment Board,State Government,State Commission / Board,154_GPRB_Gujarat_Police_Recruitment_Board.png,159170,https://upload.wikimedia.org/wikipedia/commons/c/cd/Gujarat-police.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
155,GPSC,Gujarat Public Service Commission (GPSC),State Government,State Commission / Board,155_GPSC_Gujarat_Public_Service_Commission_GPSC.png,79306,https://gpsc.gujarat.gov.in/images/Logo-GPSC.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Gujarat Public Service Commission (GPSC) emblem
156,GSEPG,Gujarat State Electricity / Power Generation Board,State Government,State Commission / Board,156_GSEPG_Gujarat_State_Electricity_Power_Generation_Board.png,6631,https://www.guvnl.com/img/Logo_GSECL.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Gujarat State Electricity / GUVNL / GSECL corporate logo
157,GSRTC,Gujarat State Road Transport Corporation,State Government,State Commission / Board,157_GSRTC_Gujarat_State_Road_Transport_Corporation.jpg,458177,https://en.wikipedia.org/wiki/Special:FilePath/Gujarat%20State%20road%20transport%20corporation.jpg,DOWNLOADED,VERIFIED_SPECIFIC,Official Gujarat State Road Transport Corporation (GSRTC) gear crest
158,HPRB,Haryana Police Recruitment Board,State Government,State Commission / Board,158_HPRB_Haryana_Police_Recruitment_Board.png,24282,https://upload.wikimedia.org/wikipedia/en/d/d0/Haryana-police-logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
159,HPSC,Haryana Public Service Commission (HPSC),State Government,State Commission / Board,159_HPSC_Haryana_Public_Service_Commission_(HPSC).svg,564423,https://upload.wikimedia.org/wikipedia/commons/3/36/Emblem_of_Haryana.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
160,HSEPG,Haryana State Electricity / Power Generation Board,State Government,State Commission / Board,160_HSEPG_Haryana_State_Electricity_Power_Generation_Board.svg,564423,https://upload.wikimedia.org/wikipedia/commons/3/36/Emblem_of_Haryana.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
161,HSRTC,Haryana State Road Transport Corporation,State Government,State Commission / Board,161_HSRTC_Haryana_State_Road_Transport_Corporation.svg,564423,https://upload.wikimedia.org/wikipedia/commons/3/36/Emblem_of_Haryana.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
162,HPPRB,Himachal Pradesh Police Recruitment Board,State Government,State Commission / Board,162_HPPRB_Himachal_Pradesh_Police_Recruitment_Board.png,123763,https://upload.wikimedia.org/wikipedia/en/9/9c/Himachal_Pradesh_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
163,HPPSC,Himachal Pradesh Public Service Commission (HPPSC),State Government,State Commission / Board,163_HPPSC_Himachal_Pradesh_Public_Service_Commission_(HPPSC).png,18601,https://upload.wikimedia.org/wikipedia/commons/a/a6/Emblem_of_Himachal_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
164,HPSEP,Himachal Pradesh State Electricity / Power Generation Board,State Government,State Commission / Board,164_HPSEP_Himachal_Pradesh_State_Electricity_Power_Generation_Board.svg,317996,https://upload.wikimedia.org/wikipedia/commons/a/a6/Emblem_of_Himachal_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
165,HPSRT,Himachal Pradesh State Road Transport Corporation,State Government,State Commission / Board,165_HPSRT_Himachal_Pradesh_State_Road_Transport_Corporation.svg,317996,https://upload.wikimedia.org/wikipedia/commons/a/a6/Emblem_of_Himachal_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
166,JPRB,Jharkhand Police Recruitment Board,State Government,State Commission / Board,166_JPRB_Jharkhand_Police_Recruitment_Board.svg,13010,https://upload.wikimedia.org/wikipedia/commons/9/97/Jharkhand_Police_Logo_%28India%29.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
167,JPSC,Jharkhand Public Service Commission (JPSC),State Government,State Commission / Board,167_JPSC_Jharkhand_Public_Service_Commission_(JPSC).webp,96244,https://upload.wikimedia.org/wikipedia/commons/a/a9/Emblem_of_Jharkhand.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
168,JSEPG,Jharkhand State Electricity / Power Generation Board,State Government,State Commission / Board,168_JSEPG_Jharkhand_State_Electricity_Power_Generation_Board.webp,96244,https://upload.wikimedia.org/wikipedia/commons/a/a9/Emblem_of_Jharkhand.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
169,JSRTC,Jharkhand State Road Transport Corporation,State Government,State Commission / Board,169_JSRTC_Jharkhand_State_Road_Transport_Corporation.webp,96244,https://upload.wikimedia.org/wikipedia/commons/a/a9/Emblem_of_Jharkhand.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
170,KPRB,Karnataka Police Recruitment Board,State Government,State Commission / Board,170_KPRB_Karnataka_Police_Recruitment_Board.svg,445185,https://upload.wikimedia.org/wikipedia/commons/a/aa/Seal_of_Karnataka.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
171,KPSC,Karnataka Public Service Commission (KPSC),State Government,State Commission / Board,171_KPSC_Karnataka_Public_Service_Commission_(KPSC).svg,445185,https://upload.wikimedia.org/wikipedia/commons/a/aa/Seal_of_Karnataka.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
172,KSEPG,Karnataka State Electricity / Power Generation Board,State Government,State Commission / Board,172_KSEPG_Karnataka_State_Electricity_Power_Generation_Board.svg,445185,https://upload.wikimedia.org/wikipedia/commons/a/aa/Seal_of_Karnataka.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
173,KSRTC,Karnataka State Road Transport Corporation,State Government,State Commission / Board,173_KSRTC_Karnataka_State_Road_Transport_Corporation.png,63183,https://upload.wikimedia.org/wikipedia/commons/9/93/Karnataka_State_Road_Transport_Corporation_%28KSRTC%29_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
174,KPRB,Kerala Police Recruitment Board,State Government,State Commission / Board,174_KPRB_Kerala_Police_Recruitment_Board.png,127300,https://upload.wikimedia.org/wikipedia/commons/a/a0/Kerala_State_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
175,KPSC,Kerala Public Service Commission (KPSC),State Government,State Commission / Board,175_KPSC_Kerala_Public_Service_Commission_(KPSC).webp,39090,https://upload.wikimedia.org/wikipedia/commons/5/5b/Emblem_of_Kerala.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
176,KSEPG,Kerala State Electricity / Power Generation Board,State Government,State Commission / Board,176_KSEPG_Kerala_State_Electricity_Power_Generation_Board.png,11014,https://upload.wikimedia.org/wikipedia/commons/b/b0/K.S.E.B_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
177,KSRTC,Kerala State Road Transport Corporation,State Government,State Commission / Board,177_KSRTC_Kerala_State_Road_Transport_Corporation.png,179299,https://upload.wikimedia.org/wikipedia/en/7/71/Kerala_State_Road_Transport_Corporation_logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
178,MPPRB,Madhya Pradesh Police Recruitment Board,State Government,State Commission / Board,178_MPPRB_Madhya_Pradesh_Police_Recruitment_Board.png,1120088,https://upload.wikimedia.org/wikipedia/commons/4/47/Police_Mono_Other_Format_Red.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
179,MPPSC,Madhya Pradesh Public Service Commission (MPPSC),State Government,State Commission / Board,179_MPPSC_Madhya_Pradesh_Public_Service_Commission_(MPPSC).svg,365980,https://upload.wikimedia.org/wikipedia/commons/a/a4/Emblem_of_Madhya_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
180,MPSEP,Madhya Pradesh State Electricity / Power Generation Board,State Government,State Commission / Board,180_MPSEP_Madhya_Pradesh_State_Electricity_Power_Generation_Board.svg,365980,https://upload.wikimedia.org/wikipedia/commons/a/a4/Emblem_of_Madhya_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
181,MPSRT,Madhya Pradesh State Road Transport Corporation,State Government,State Commission / Board,181_MPSRT_Madhya_Pradesh_State_Road_Transport_Corporation.svg,365980,https://upload.wikimedia.org/wikipedia/commons/a/a4/Emblem_of_Madhya_Pradesh.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
182,MPRB,Maharashtra Police Recruitment Board,State Government,State Commission / Board,182_MPRB_Maharashtra_Police_Recruitment_Board.svg,13856,https://upload.wikimedia.org/wikipedia/en/9/96/Maharashtra_Police_Insignia_India.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
183,MPSC,Maharashtra Public Service Commission (MPSC),State Government,State Commission / Board,183_MPSC_Maharashtra_Public_Service_Commission_(MPSC).webp,94122,https://upload.wikimedia.org/wikipedia/commons/8/80/Emblem_of_Maharashtra.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
184,MSEPG,Maharashtra State Electricity / Power Generation Board,State Government,State Commission / Board,184_MSEPG_Maharashtra_State_Electricity_Power_Generation_Board.png,18058,https://upload.wikimedia.org/wikipedia/en/4/42/Maharashtra_State_Power_Generation_Company_%28logo%29.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
185,MSRTC,Maharashtra State Road Transport Corporation,State Government,State Commission / Board,185_MSRTC_Maharashtra_State_Road_Transport_Corporation.png,138114,https://en.wikipedia.org/wiki/Special:FilePath/Maharashtra%20State%20Road%20Transport%20Corporation%20logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Maharashtra State Road Transport Corporation (MSRTC) lion transport logo
186,MPRB,Manipur Police Recruitment Board,State Government,State Commission / Board,186_MPRB_Manipur_Police_Recruitment_Board.webp,27018,https://upload.wikimedia.org/wikipedia/en/3/30/Manipur_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
187,MPSC,Manipur Public Service Commission (MPSC),State Government,State Commission / Board,187_MPSC_Manipur_Public_Service_Commission_(MPSC).svg,18891,https://upload.wikimedia.org/wikipedia/commons/e/ec/Emblem_of_Manipur.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
188,MSEPG,Manipur State Electricity / Power Generation Board,State Government,State Commission / Board,188_MSEPG_Manipur_State_Electricity_Power_Generation_Board.svg,18891,https://upload.wikimedia.org/wikipedia/commons/e/ec/Emblem_of_Manipur.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
189,MSRTC,Manipur State Road Transport Corporation,State Government,State Commission / Board,189_MSRTC_Manipur_State_Road_Transport_Corporation.svg,18891,https://upload.wikimedia.org/wikipedia/commons/e/ec/Emblem_of_Manipur.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
190,MPRB,Meghalaya Police Recruitment Board,State Government,State Commission / Board,190_MPRB_Meghalaya_Police_Recruitment_Board.svg,218042,https://upload.wikimedia.org/wikipedia/commons/f/ff/Seal_of_Meghalaya.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
191,MPSC,Meghalaya Public Service Commission (MPSC),State Government,State Commission / Board,191_MPSC_Meghalaya_Public_Service_Commission_(MPSC).svg,218042,https://upload.wikimedia.org/wikipedia/commons/f/ff/Seal_of_Meghalaya.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
192,MSEPG,Meghalaya State Electricity / Power Generation Board,State Government,State Commission / Board,192_MSEPG_Meghalaya_State_Electricity_Power_Generation_Board.svg,218042,https://upload.wikimedia.org/wikipedia/commons/f/ff/Seal_of_Meghalaya.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
193,MSRTC,Meghalaya State Road Transport Corporation,State Government,State Commission / Board,193_MSRTC_Meghalaya_State_Road_Transport_Corporation.svg,218042,https://upload.wikimedia.org/wikipedia/commons/f/ff/Seal_of_Meghalaya.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
194,MPRB,Mizoram Police Recruitment Board,State Government,State Commission / Board,194_MPRB_Mizoram_Police_Recruitment_Board.svg,761894,https://upload.wikimedia.org/wikipedia/commons/c/c5/Emblem_of_Mizoram.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
195,MPSC,Mizoram Public Service Commission (MPSC),State Government,State Commission / Board,195_MPSC_Mizoram_Public_Service_Commission_(MPSC).png,117637,https://upload.wikimedia.org/wikipedia/commons/c/c5/Emblem_of_Mizoram.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
196,MSEPG,Mizoram State Electricity / Power Generation Board,State Government,State Commission / Board,196_MSEPG_Mizoram_State_Electricity_Power_Generation_Board.svg,761894,https://upload.wikimedia.org/wikipedia/commons/c/c5/Emblem_of_Mizoram.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
197,MSRTC,Mizoram State Road Transport Corporation,State Government,State Commission / Board,197_MSRTC_Mizoram_State_Road_Transport_Corporation.svg,761894,https://upload.wikimedia.org/wikipedia/commons/c/c5/Emblem_of_Mizoram.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
198,NPRB,Nagaland Police Recruitment Board,State Government,State Commission / Board,198_NPRB_Nagaland_Police_Recruitment_Board.svg,220879,https://upload.wikimedia.org/wikipedia/commons/6/69/Emblem_of_Nagaland.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
199,NPSC,Nagaland Public Service Commission (NPSC),State Government,State Commission / Board,199_NPSC_Nagaland_Public_Service_Commission_(NPSC).jpg,25662,https://upload.wikimedia.org/wikipedia/commons/6/69/Emblem_of_Nagaland.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
200,NSEPG,Nagaland State Electricity / Power Generation Board,State Government,State Commission / Board,200_NSEPG_Nagaland_State_Electricity_Power_Generation_Board.svg,220879,https://upload.wikimedia.org/wikipedia/commons/6/69/Emblem_of_Nagaland.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
201,NSRTC,Nagaland State Road Transport Corporation,State Government,State Commission / Board,201_NSRTC_Nagaland_State_Road_Transport_Corporation.svg,220879,https://upload.wikimedia.org/wikipedia/commons/6/69/Emblem_of_Nagaland.svg,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
202,OPRB,Odisha Police Recruitment Board,State Government,State Commission / Board,202_OPRB_Odisha_Police_Recruitment_Board.webp,46064,https://upload.wikimedia.org/wikipedia/commons/e/e0/Emblem_of_Odisha.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
203,OPSC,Odisha Public Service Commission (OPSC),State Government,State Commission / Board,203_OPSC_Odisha_Public_Service_Commission_(OPSC).webp,46064,https://upload.wikimedia.org/wikipedia/commons/e/e0/Emblem_of_Odisha.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
204,OSEPG,Odisha State Electricity / Power Generation Board,State Government,State Commission / Board,204_OSEPG_Odisha_State_Electricity_Power_Generation_Board.webp,46064,https://upload.wikimedia.org/wikipedia/commons/e/e0/Emblem_of_Odisha.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
205,OSRTC,Odisha State Road Transport Corporation,State Government,State Commission / Board,205_OSRTC_Odisha_State_Road_Transport_Corporation.webp,46064,https://upload.wikimedia.org/wikipedia/commons/e/e0/Emblem_of_Odisha.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
206,PPRB,Punjab Police Recruitment Board,State Government,State Commission / Board,206_PPRB_Punjab_Police_Recruitment_Board.webp,17776,https://upload.wikimedia.org/wikipedia/en/9/91/Punjab_Police_%28India%29_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
207,PPSC,Punjab Public Service Commission (PPSC),State Government,State Commission / Board,207_PPSC_Punjab_Public_Service_Commission_(PPSC).png,51882,https://upload.wikimedia.org/wikipedia/commons/5/5a/Emblem_of_Punjab.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
208,PSEPG,Punjab State Electricity / Power Generation Board,State Government,State Commission / Board,208_PSEPG_Punjab_State_Electricity_Power_Generation_Board.jpg,472662,https://upload.wikimedia.org/wikipedia/commons/5/5a/Emblem_of_Punjab.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
209,PSRTC,Punjab State Road Transport Corporation,State Government,State Commission / Board,209_PSRTC_Punjab_State_Road_Transport_Corporation.jpg,472662,https://upload.wikimedia.org/wikipedia/commons/5/5a/Emblem_of_Punjab.svg,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
210,RPRB,Rajasthan Police Recruitment Board,State Government,State Commission / Board,210_RPRB_Rajasthan_Police_Recruitment_Board.png,50457,https://upload.wikimedia.org/wikipedia/en/0/02/Rajasthan_Police_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Verified authentic specific organization logo
211,RPSC,Rajasthan Public Service Commission (RPSC),State Government,State Commission / Board,211_RPSC_Rajasthan_Public_Service_Commission_RPSC.png,26420,https://rpsc.rajasthan.gov.in/Images/RPSC_Logo.png,DOWNLOADED,VERIFIED_SPECIFIC,Official Rajasthan Public Service Commission (RPSC) emblem
212,RSEPG,Rajasthan State Electricity / Power Generation Board,State Government,State Commission / Board,212_RSEPG_Rajasthan_State_Electricity_Power_Generation_Board.png,334515,https://en.wikipedia.org/wiki/Special:FilePath/Emblem_Rajasthan.png,DOWNLOADED,STATE_EMBLEM_FALLBACK,State Government seal/emblem used for state body
